word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
ломберный	Явилась Машенька, укутавшаяся в темно-зеленый шерстяной платок -- отчего она тоже казалась немножко <b><i>ломберной.</i></b>	Однажды вечером у нас были гости, мирно сидели за <b><i>ломберным</i></b> столом и играли в преферанс.	COMPARE	1.6	1	1	1	1	4
ломберный	"Язык, на котором мыслят и общаются герои ""Сухого лимана"" в недавнем прошлом -- в конце девятнадцатого века, подается автором как нечто искусственное, конвенциональное и вследствие всего этого уже нуждающееся в переводе: ""После обеда гости усаживались за <b><i>ломберные</i></b> столики играть при свечах по маленькой"", ""попивали чай с ромом, называемый пуншиком"", ""этот элегантный подарок произвел, как тогда было принято говорить, фурор""."	С удивлением Кеша услышал, что Лиза купила у его бабушки <b><i>ломберный</i></b> раздвижной столик.	COMPARE	4.0	4	4	4	4	4
ломберный	а он словно получил мозговой удар о <b><i>ломберный</i></b> столик.	Модницы щеголяли в вылинявших солдатских шинелях и зеленых шляпках, сделанных из <b><i>ломберного</i></b> сукна.	COMPARE	2.4	1	2	4	1	4
модель	"""Провинциалка"" связана с текстом ""Вечного мужа"": герои Достоевского поминают героев Тургенева, салонная комедия служит <b><i>моделью</i></b> для психологических умоисступлений."	Однако <b><i>модель</i></b> государства общественного договора была столь идеализированной, что даже ее сторонники не могли придти к общему мнению, каким оно должно было быть.	LATER	2.6	4	2	2	4	1
модель	-- Не может быть! -- возмутилась Алиса, которой разведчики на прощание подарили вырезанную из дерева <b><i>модель</i></b> вездехода, шахматы из кости ископаемого параллелепипеда, ножик для разрезания бумаги, выточенный из коры стеклянного дерева, и еще множество интересных вещей, которые они сами мастерили длинными вечерами.	В новой роли после пропитки Химические пропитки придают известным ранее тканям новые свойства, а это приводит к созданию новых <b><i>моделей.</i></b>	EARLIER	2.6	2	4	2	2	3
модель	<b><i>Модель</i></b> всегда будет в чем-то действовать не так, как сам объект.	Друзья прошли в комнату, опутанную проводами, загроможденную радиоприемниками, <b><i>моделями</i></b> и металлическим хламом.	EARLIER	1.8	3	1	3	1	1
модель	"<b><i>Модель</i></b> следующая: два черных ящика ""угадывают"" состояние друг друга (что задумал противник)."	В музее экспонированы <b><i>модели</i></b> советских автомобилей новейших марок.	EARLIER	1.0	1	1	1	1	1
модель	"Аналитик ИК ""Проспект"" Дмитрий Дружинин считает, что среднесрочная перспектива прогноза ASPO вводит в <b><i>модель</i></b> слишком большое количество неизвестных."	Подобно тому как чучело может крайне скрупулезным образом -- вплоть до последней волосинки на хвосте -- передавать внешний облик животного, так и письменно зафиксированная мелодия может точно соответствовать контуру мелодии, рожденной модусной <b><i>моделью</i></b> через посредство принципа varietas в процессе живого пропевания.	LATER	3.8	4	4	3	4	4
модель	Более широкое распространение получила каталитическая очистка духовки, при которой вся внутренняя поверхность жарочного шкафа (или только лопасти вентилятора и боковые стенки) покрывают специальной эмалью, поглощающей жиры во время приготовления пищи (модели от ELECTROLUX и ZANUSSI).	"В противном случае вместо увеличения продаж прогнозируем обратный эффект, называемый маркетологами ""каннибализмом"": новая <b><i>модель</i></b> ""съедает"" продажи близкой по классу машины, а вместо роста прибыли растут затраты."	LATER	1.6	1	1	1	4	1
модель	Большинство крупных производителей часов наносят на корпус <b><i>моделей</i></b> монограмму -- полное название компании или ее логотип.	Да, немало придумано ухищрений, чтобы заставить <b><i>модель</i></b> двигаться с большей скоростью.	COMPARE	2.8	3	4	1	4	2
модель	"В очередной обзор летних шин ""Автопилот"" включил около десятка новинок (на российском шинном рынке) и свыше двадцати <b><i>моделей</i></b> шин, уже хорошо зарекомендовавших себя в летней эксплуатации."	Скажем, в <b><i>модели,</i></b> предлагаемой Кириченко (наиболее развитой в формальном отношении), композиции эклектики характеризуются такими формальными качествами, как дробность, мелочность, аморфность, незавершенность.	LATER	2.2	3	2	1	4	1
модель	В то же время теоретическое исследование дидактической эффективности различных способов обучения в АОС и их оптимизация требуют разработки соответствующей <b><i>модели,</i></b> адекватной адаптивному характеру управления обучением.	Экспериментальные установки для получения управляемой термоядерной реакции предстали и как первые <b><i>модели</i></b> космических плазменных феноменов.	COMPARE	2.6	4	2	4	2	1
модель	В ходу раритетные ботинки из second hand или дизайнерские <b><i>модели</i></b> из специально состаренной кожи.	Оказалось, что большинство процессов лавинообразного роста (биологические процессы, некоторые процессы в экономике, увеличение потока информации, в том числе и возрастание численности населения Земли) происходят не по экспоненциальному закону, а гораздо быстрее, когда параметры системы хотя бы часть времени неограниченно возрастают за конечное время, а это и есть знакомые нам режимы с обострением в различных физических и математических <b><i>моделях.</i></b>	LATER	1.2	1	1	2	1	1
модель	В этом Доме <b><i>моделей,</i></b> тогда очень знаменитом и едва ли не единственном в Москве (если не считать ателье ГУМа), у меня была приятельница, художница Тося.	<b><i>Модель</i></b> завода (блокированная с действительностью; автоблокировка).	COMPARE	1.4	1	1	3	1	1
модель	Возможные траектории химического превращения в двумерном пространстве составов Таким образом, уже простейший вариант использования <b><i>модели</i></b> ЛП приводит к важным в химическом отношении результатам.	И все шло Мартыну въ прокъ, -- и хрустящее англйское печенье, и приключеня Артуровыхъ рыцарей, -- та сладкая минута, когда юноша, племянникъ, быть можетъ, сэра Тристрама, въ первый разъ надваетъ по частямъ блестящя выпуклыя латы и детъ на свой первый поединокъ; и каке-то далеке, круглые острова, на которые смотритъ съ берега двушка въ разввающихся одеждахъ, держащая на кисти сокола въ клобучк; и Синдбадъ, въ красномъ платк, съ золотымъ кольцомъ въ ух; и морской змй, зелеными шинами торчащй изъ воды до самаго горизонта; и ребенокъ, нашедшй мсто, гд конецъ радуги уткнулся въ землю; -- и, какъ отголосокъ всего этого, какъ чмъ то родственный образъ, -- чудесная <b><i>модель</i></b> длиннаго фанерно-коричневаго вагона въ окн общества спальныхъ вагоновъ и великихъ международныхъ экспрессовъ, -- на Невскомъ проспект, въ тусклый морозный день съ легкой заметью, когда приходится носить черные вязаные рейтузы поверхъ чулокъ и штанишекъ.	COMPARE	2.0	1	3	4	1	1
модель	Говорят, многие из его рисунков созданы в страдное полуночье, при этом вызваны к жизни не живой <b><i>моделью,</i></b> а памятью.	Возвращаясь къ тканямъ, отмтимъ нсколько появившихся <b><i>моделей</i></b> весенихъ костюмовъ изъ бархата, одинъ изъ которыхъ воспроизводимъ въ этомъ номер.	EARLIER	1.4	1	1	1	1	3
модель	Дальнейшая обработка полученной <b><i>модели</i></b> связана с синтезом оценок предпочтительности альтернатив на основе применения классических схем МАИ и МАС [1-3].	Это проблема особенностей функционирования знаний, понятий, мысленных <b><i>моделей,</i></b> с одной стороны, в системе отношений общества, в общественном сознании, а с другой -- в деятельности индивида, реализующей его общественные связи, в его сознании.	COMPARE	3.0	4	4	1	3	3
модель	Для вычисления значения Р использовалась <b><i>модель,</i></b> соответствующая принятой схеме формирования выборки УЭ НОБУС: [ ] где kh -- число населенных пунктов, отобранных в h-м регионе на первой ступени формирования выборки УЭ; Lh -- общее количество населения в й-м регионе; lh -- количество населения в 1-м населенном пункте, отобранном в h-м регионе; Gh -- общее число зарегистрированных избирателей в;-м населенном пункте; а -- число зарегистрированных избирателей в/'-м избирательном участке /-го населенного пункта; т. -- число посещенных домохозяйств bj-m избирательном участке;- го населенного пункта; М, -- число домохозяйств в списке по n-му избирательному участку i-го населенного пункта.	"-- Как же не платить Зачем же вы работаете -- Нам сказали, что каждому купят новые ""Жигули"" пятой <b><i>модели.</i></b>"	LATER	2.0	4	1	1	2	2
модель	Для создания стандартов на продукцию необходимо разработать классификационные структуры геологической информации различной степени агрегирования, начиная от фактографических данных о свойствах и строении земной коры до <b><i>моделей</i></b> геолого-экономических оценок освоения и использования запасов минерально-сырьевых ресурсов конкретных объектов полезных ископаемых.	Полученные результаты о ходе исторического времени, о коллективном взаимодействии и месте сознания в развитии, конкретные числа и оценки, полученные в ходе расчетов, вселяют уверенность в правильности предложенных представлений и соответствии <b><i>модели</i></b> действительности.	LATER	3.2	3	3	4	3	3
модель	Из 130 проданных за год Legacy на долю обновленной <b><i>модели</i></b> пришлось 67, из 303 Outback -- 97.	Тутъ же стоялъ Гаршинъ, позировавшiй для сына Iоанна Грознаго, и Мясодовъ, служившiй <b><i>моделью</i></b> для самого Грознаго.	COMPARE	1.0	1	1	1	1	1
модель	"Из всех просмотренных мною биноклей компакт-класса (""Бушель"" (""Bushnell""), ""Доктер"" (""Docter""), ""японская"" серия) <b><i>модель</i></b> 10x25 наиболее предпочтительна ввиду оптимальных размеров как в рабочем, так и в транспортном положении; усредненного поля зрения (96 м на 1000 м); нескользящего покрытия, малого веса и защищающего от ультрафиолета небликующего покрытия линз."	"В записке, лежащей около сооружения, напоминающего <b><i>модель</i></b> насекомого в полете, объяснялась ""тема"" этого сооружения."	COMPARE	2.2	3	4	1	2	1
модель	Известно, что невиданный рост населения, усложнение экономики, усиление взаимозависимости хозяйственных единиц сделали старые <b><i>модели</i></b> социальной организации беспомощными.	Пока что заготовлены <b><i>модели</i></b> для отливок, добываем другие материалы и пр.	EARLIER	2.2	2	1	4	3	1
модель	Известный историк Леонид Сергеевич Васильев считает социально-экономическую <b><i>модель</i></b> Греции мутацией, она же одна была такая долгое время.	"Собственно, это только <b><i>модели</i></b> ваших же будущих романов""."	COMPARE	3.4	4	4	1	4	4
модель	Иными словами, это были уже серьезные заявки на настоящие <b><i>модели,</i></b> которые приносят людям много радости и эстетического наслаждения.	Он взял первую отфрезерованную серебристую <b><i>модель,</i></b> на миг вспомнил птицу, что кружилась над ледоходом и летела -- не долетела до его руки.	EARLIER	1.8	2	1	1	3	2
модель	"К трансформационным преобразованиям шведского общества следует отнести переход к <b><i>модели</i></b> ""индивидуализации социальной ответственности""."	"Зворыкина, текстильные предприятия Костромы и области СГУТиД с. матем., физика, рус.яз. и литература 1,5-2 11 15 75 мех.фабрика ""РотФронт"", обув. фабрики ""Виктория"", ""Скороход"" Дизайн костюма МГУДиТ н.в., б., с., м. рис., живопись, композиция, рус.яз., литература и культура (тестирование) 10,2 38 из 40 20 100 Всероссийский дом <b><i>моделей,</i></b> Дом <b><i>моделей</i></b> ""Кузнецкий мост"", ""Панинтер"", ""Горизонт"" и др."	LATER	1.2	1	2	1	1	1
модель	Китайские экономисты рассмотрели несколько <b><i>моделей</i></b> соединения планового и рыночного регулирования.	После просушки (примерно через сутки) зачищаю <b><i>модель</i></b> мелкой шкуркой и крашу в два слоя масляной краской в нужный цвет, а после высыхания краски покрываю лаком (например, акрилфисташковым для живописи).	COMPARE	1.2	2	1	1	1	1
модель	Классическим представителем корпоративной <b><i>модели</i></b> социального государства является Япония.	Глава 9. Математика до греков 9.1. Ошибка природы Мы уже приводили процесс счета в качестве примера использования <b><i>модели</i></b> действительности, которая не содержится в мозгу, а создается на уровне языка.	COMPARE	3.4	4	2	4	3	4
модель	"Кроме научных изысканий в тех брошюрах содержались и призывы к заинтересованным читателям: ""Приходите посмотреть мои <b><i>модели</i></b> в любую среду в 6 часов вечера""."	Путем демонстрирования ряда остроумных <b><i>моделей,</i></b> поясняющих основы теории Эйнштейна, зритель постепенно вводится в понимание оригинальных и, на первый взгляд, парадоксальных воззрений автора теории.	COMPARE	2.4	3	1	1	3	4
модель	Меня не слишком волнуют часы, поэтому я могу приобрести дешевую <b><i>модель,</i></b> а то и вовсе обойтись без часов.	"Однако представители ленинградской группы ""Комитета по мотоциклостроению"" по-прежнему предлагали начинать с выпуска иностранной <b><i>модели.</i></b>"	COMPARE	3.4	3	4	4	4	2
модель	Мы ходили в их лаборатории, смотрели на испытания <b><i>моделей</i></b> самолетов.	"Исключительно продуктивным в принципе и работающим в том числе применительно к <b><i>модели</i></b> культового кино представляется подход Олега Аронсона, противопоставившего ""эпоху советского кино"" и ""время советского фильма"", кинематографическую историю ""величия"", с ее пафосом большой истории и осознающего свои задачи кинематографического движения, ""множеству фильмов, или вовсе лишенных претензии на величие, или в силу каких-то причин не способных предъявить этот порыв""."	LATER	1.2	1	1	1	2	1
модель	На 7--8-м месте зашифровано обозначение <b><i>модели:</i></b> 1J -- Volkswagen Golf, Volkswagen Bora; 1E -- Volkswagen Golf Cabriolet; 3B -- Volkswagen Passat; 3D -- Volkswagen Phaeton; 9N, 6N -- Volkswagen Polo; 6E -- Volkswagen Lupo с расходом 3л/100км; 6X -- Volkswagen Lupo; 7M -- Volkswagen Sharan; 1Y -- Volkswagen New Beetle Cabrio; 9C -- Vokkswagen New Beetle; 1C -- Volkswagen New Beetle для американского рынка; 70 -- Volkswagen Transporter, Caravelle, Multivan, Campingwagen, California; 9K -- Volkswagen Caddy.	Максимальные относительные погрешности formula оценки влажности W при наличии шумов в области рабочих значений параметров радиационной <b><i>модели</i></b> не превышали 15 и 22% соответственно.	LATER	1.4	1	1	2	1	2
модель	"На самом деле, сейчас приходится удивляться не трудностям, а успехам так называемой ""стандартной <b><i>модели"".</i></b>"	После этого доклада все прочие <b><i>модели</i></b> выглядят бледно.	EARLIER	2.8	4	1	1	4	4
модель	На стеллажах мы насчитали 42 <b><i>модели</i></b> паровых утюгов.	Рост человечества, описываемый математической <b><i>моделью</i></b> на всем пути его развития, показан в двойном логарифмическом масштабе на рис. 3.5.	LATER	2.0	3	2	1	2	2
модель	"Недели за две до этого Форд объявил: ""250 тысяч автомобилей новой <b><i>модели</i></b> отзывается на завод""."	На красивом постаменте укреплена белая спираль, на которой стоят <b><i>модели</i></b> автомобилей.	EARLIER	3.4	4	1	4	4	4
модель	Николай Овчинников представил <b><i>модель</i></b> греческого Парфенона, где вместо колонн светящиеся стволы берез.	Затем <b><i>модель</i></b> программно рассекается на тонкие слои, чтобы получить информацию о контуре каждого слоя, который воспроизводится уже при изготовлении детали.	LATER	2.0	4	1	1	1	3
модель	Но перед мысленным взором недавнего кембриджца все детальней вырисовывалась замечательно абсурдная и потому притягательная картина: сочетание классической невозможности резерфордовской <b><i>модели</i></b> и ее реальной плодотворности!	"Герой эпохи -- это инженер и физик, который вычисляет, который проектирует, который ""строит <b><i>модели"".</i></b>"	EARLIER	2.6	3	4	1	1	4
модель	Но у многих людей вызывает затруднение формулировка идеальной <b><i>модели</i></b> именно для их специальности.	В конце зала стоит <b><i>модель</i></b> большого штифельного стана Никопольского Южно-трубного завода.	COMPARE	1.0	1	1	1	1	1
модель	Новейшая <b><i>модель</i></b> светового реле Каролуса состоит из плоского металлического сосуда, в котором имеются два противостоящих стеклянных окна.	Обыкновенно полеты <b><i>моделей</i></b> бывали гораздо более короткими.	EARLIER	3.2	4	3	4	4	1
модель	Область религии и вечности, в философии и искусстве, сперва не допускает с ним никаких встреч, а затем пользуется реальностью как <b><i>моделью,</i></b> с которой пишет причудливый портрет.	"Новая <b><i>модель</i></b> зеркальной камеры ""Ментор"" Заграничные новинки Фабрика Гольц и Брейтман в Дрездене (Германия) выпустила новую <b><i>модель</i></b> своих зеркальных камер, приспособленную для новейшей светосильной оптики и длиннофокусных об'ективов -- ""Маленький Ментор 1926""(""Klein Mentor 1926""."	EARLIER	1.4	1	1	1	1	3
модель	Она была <b><i>моделью</i></b> прекрасной охотницы Дианы для Бенвенуто Челлини и Жана Гужона.	И как в этой атмосфере должна была прозвучать идея объединения вокруг совместного исследования все того же атома стран, еще недавно смертельно враждующих, Франции и ФРГ -- ведь именно они вошли в пока еще небольшое ядро государств-членов ЦЕРНа Жена физика Коварского уверяет, что он редко о политике говорил, и вообще мало ею интересовался, но именно физики, в их числе Коварский, создавая ЦЕРН, как раз и внедряли <b><i>модель</i></b> общего европейского дома, которую нынче приветствуют прогрессивные государственные умы.	LATER	1.4	1	2	1	2	1
модель	Они совершенно одинаковы и разнятся один от другого не больше, чем стандартная <b><i>модель</i></b> форда от форда, который снабжен пепельницей и потому стоит на полдоллара дороже.	"Прошло еще два года, и в Энергетическом институте имени Г. М. Кржижановского заработала вторая <b><i>модель</i></b> длиной 12 м. И снова конструкция <b><i>модели</i></b> стала ""сюрпризом"" для специалистов -- она была решена как прототип реального сверхпроводящего кабеля."	EARLIER	3.0	4	4	2	4	1
модель	Организаторы этого неформального объединения поведут работу по военно-патриотическому воспитанию молодежи, развертывая на местах выставки, смотры-конкурсы <b><i>моделей,</i></b> выступая с лекциями и сообщениями, подготавливая публикации к печати.	В этом секрет его народности: и академик и герой, и мореплаватель и плотник ощутят в нем <b><i>модели</i></b> мира и испытают волнение предвосхищения и узнавания и азарт справедливости.	EARLIER	1.0	1	1	1	1	1
модель	Основные продажи дилеров Mazda приходятся на новую <b><i>модель</i></b> Mazda6.	и вдруг -- пожалуйста! -- является совсем другая <b><i>модель.</i></b>	COMPARE	1.6	0	1	4	2	1
модель	Перед покупкой желательно посетить Интернет-сайт производителя понравившегося вам телефона, чтобы узнать, поставляется ли официально в Россию выбранная вами <b><i>модель.</i></b>	В настоящей работе для решения задачи прогнозирования численности населения в качестве <b><i>модели</i></b> принят нечеткий временной ряд и дана следующая постановка задачи.	LATER	1.4	2	1	1	2	1
модель	Пестель на базе поведения компьютерных <b><i>моделей</i></b> еще тридцать лет назад пришли к выводу, что стихийное развитие мировой экономики в современных условиях не только нерационально, но и прямо опасно [Mesarovic, Pestel, 1974].	Кроме него А6 может оснащаться 3,2-литровым 255-сильным мотором с непосредственным впрыском топлива FSI и 8-цилиндровым двигателем, используемым в <b><i>моделях</i></b> S4 и А8, объемом 4,2 литра и мощностью 335 л. с.	LATER	1.8	1	1	3	1	3
модель	По-моему, с одного компа там можно только одну <b><i>модель</i></b> создать.	Опиаты повышают устойчивость подопытных животных и к стрессу изоляции и обездвиживания -- одной из самых излюбленных <b><i>моделей</i></b> эмоционального стресса: так на животных воспроизводится состояние, которое нередко переживает человек, когда его обуревают отрицательные эмоции, а мышечной разрядки дать им нельзя.	COMPARE	1.8	3	2	2	1	1
модель	Поэтому предложенная <b><i>модель</i></b> роста представляет некоторые принципиальные основания для оптимистического взгляда на технологическое будущее человечества, если оно справится с социально-экономическими вызовами, обусловленными самим развитием и переходом к новой парадигме развития при нулевом росте.	"<b><i>Модель</i></b> истории, предложенная М.С. Грушевским, не менее ""традиционна"", чем та, заменить которую была призвана."	LATER	2.6	1	1	4	4	3
модель	Предварительный анализ показывает, что в них согласованно отображаются все основные элементы континентальной коры, которые соответствуют: * разделу Форша, сопоставляемому с подошвой консолидированной (верхней) коры на глубине 5,5-8,5 км при среднем разбросе оценок между <b><i>моделями</i></b> +1,5 км; * среднекоровому волноводу, кровля и подошва которого фиксируется на глубинах от 9-10 км до 14-17 км, также с разбросом +1,5 км; * стабильному скоростному разрезу нижней коры в интервале глубин 20-39 км, где наблюдается практически постоянное среднее значение интервальной скорости порядка 6 км/с с максимальным разбросом между <b><i>моделями</i></b> +0,2 км/с; * глубине прикровельной части раздела Мохо в интервале значений 37,0-39,5 км. Выполненные исследования позволяют сделать вывод об эффективности разработанного программно-технологического обеспечения интерпретации данных сейсморазведки МОГТ как на сети опорных профилей, так и на отдельных геотраверсах.	"Смешаннослойные образования состоят из пакетов гидрослюды и смектита, причем лабильные пакеты содержатся в количестве менее 30%, т.е. эти образования будут вести себя аналогично гидрослюде, поэтому эти два минерала можно объединить в обобщенный компонент ""гидрослюда"" Общая <b><i>модель</i></b> минеральной составляющей терригенных девонских отложений в этом случае будет описана следующими компонентами: скелет (кварцевый песчаник), гидрослюда, каолинит, поровое пространство."	LATER	2.0	3	1	3	1	2
модель	Преподаватель -- ответственный за процесс контроля знаний студентов сотрудник учебного заведения или фирмы повышения квалификации, а также автор курса, желающий подкорректировать предметное наполнение по результатам тестирования; -- средство тестируемого -- обеспечивает отображение вопросов на экране, ввод ответов на них, выбор дальнейшего пути тестирования и построение <b><i>модели</i></b> текущих знаний.	Для прогноза входных характеристик можно аналогичным образом использовать авторегрессионную <b><i>модель,</i></b> поскольку мы не рассматриваем факторы, влияющие на входные показатели, чтобы не погрузиться в излишнюю детализацию <b><i>модели.</i></b>	LATER	3.0	4	3	3	4	1
модель	Сегодня фирмы освоили выпуск новых <b><i>моделей</i></b> искробезопасных блоков питания, предназначенных для применения в качестве внешнего источника питания постоянного напряжения 12 В и 15 В, различных устройств и цепей, потребляющих ток до 330 мА, 1 А и 0.8 А. Кроме того, выпускается в искробезопасном исполнении распределительные короба для стыковки и разветвления кабелей и проводов в линиях связи, электронные светящиеся табло для сообщений о неисправностях на линиях связи, о включении блокирующих устройств на транспортерах и др.	В разработке <b><i>модели</i></b> участвовал один из ведущих дизайнеров Венгрии, Ласло Финта.	COMPARE	2.8	3	4	4	1	2
модель	Среди них атомная проблема стала главной, а он был многоопытным экспериментатором: двадцать три года назад, вместе с нынешним изгоем Отто Штерном, он снискал себе славу замечательными опытами, подтверждавшими квантовую <b><i>модель</i></b> Бора.	"Здесь ее вежливо, но весьма внушительно попросили поменьше рассказывать о своих израильских впечатлениях, а выводы об израильской <b><i>модели</i></b> модернизированного ""еврейского вопроса"" сочли попросту антисемитскими."	EARLIER	2.6	1	3	1	4	4
модель	Стеф была певицей и <b><i>моделью,</i></b> выпускала собственные духи и... водила гоночный автомобиль.	Он позволил получить достаточно простую математическую <b><i>модель,</i></b> пригодную для описания переходных (нестационарных) волновых полей, соответствующим импульсам, возбужденным источниками, помещенными в первоначально невозмущенную среду.	LATER	1.0	1	1	1	1	1
модель	Структурная <b><i>модель</i></b> клинической ИС.	Из схем марксова анализа сознания вытекают элементы целого ряда теорий: 1) теоретической <b><i>модели</i></b> социальной обусловленности сознания; 2) теории фетишизма и символики социального в сознании; 3) теории идеологии (заметим, что развитая Марксом социально-философская критика идеологии и превратилась впоследствии в то, что называется теперь социологией знания как академической дисциплиной); 4) теории науки и свободного духовного производства как особых форм деятельности сознания; 5) теории сознания как орудия личностного развития человека и его ответственности в сфере культуры и исторического действия.	COMPARE	3.2	4	1	3	4	4
модель	Существует несколько <b><i>моделей</i></b> их.	Для <b><i>модели:</i></b> а) Стартовая ракета с тягой 75 kg и продолжительностью горения 3 сек. в) Стартовая ракета с тягой 175 kg и продолжительностью горения 3 сек. с) Ракета с длительным действием с тягой 3 kg и продолжительностью горения 30 -- 40 сек.	EARLIER	3.4	1	4	4	4	4
модель	Существует такая вещь, как определяющая <b><i>модель.</i></b>	Другим результатом его опытов было обнаружение разных значений силы сопротивления среды при производстве измерений разными путями: когда тела протаскивались в спокойной воде и когда неподвижные <b><i>модели</i></b> испытывались в канале с проточной водой (явления такого рода считались теоретически обратимыми, так как в обоих происходит лишь относительное перемещение жидкости и тела).	EARLIER	2.0	2	3	2	2	1
модель	Текст Александр Новиков, Дмитрий Гронский, фото Дмитрий Новокрещенов Автомобиль предоставлен Юрмальским автомузеем, (371) 926-3329, <b><i>модели</i></b> -- агентством Klass-Studio, (371) 731-1027.	Приходят девицы с завороченными чулками, стенографистки и <b><i>модели.</i></b>	COMPARE	2.8	4	1	4	1	4
модель	Указывая на сталинские качества Хрущёва, обязательно надо подчеркнуть, что эти качества смогли возникнуть не вопреки, а именно благодаря тому хрущёвскому социализму, которым он заменил сталинскую <b><i>модель.</i></b>	Речь Юрия Карловича Олеши была одной из самых ранних и одной из самых блестящих <b><i>моделей</i></b> предательства образца 1934--1953 годов.	COMPARE	3.2	4	4	2	3	3
модель	"Учитывая ""формальный"" модус речи, то есть рассматривая концептуальную конструкцию науки, можно говорить о структурном сходстве теоретических <b><i>моделей,</i></b> которые мы применяем в различных областях."	На рисунке сопоставлены <b><i>модели</i></b> молекул ряда нормальных углеводородов -- пентана, гептана и нонана, и ароматических углеводородов -- нафталина, антрацена, нафтацена.	EARLIER	2.0	4	2	2	1	1
